Gene,disease_list
ADRB1,"{'Dyskinesia with orofacial involvement, autosomal dominant (DSKOD) [MIM', 'Nephrotic syndrome 15 (NPHS15) [MIM', 'Epilepsy, familial adult myoclonic, 7 (FAME7) [MIM', 'Neurodevelopmental disorder with hyperkinetic movements and dyskinesia (NEDHYD) [MIM', 'Note=A chromosomal aberration involving GOPC is found in a glioblastoma multiforme sample. An intra-chromosomal deletion del(6)(q21q21) is responsible for the formation of GOPC-ROS1 chimeric protein which has a constitutive receptor tyrosine kinase activity. {ECO', 'Dyskinesia with orofacial involvement, autosomal recessive (DSKOR) [MIM'}"
ADRB2,"{'Erythrocytosis, familial, 2 (ECYT2) [MIM', 'Note=SRC kinase activity has been shown to be increased in several tumor tissues and tumor cell lines such as colon carcinoma cells. {ECO', 'von Hippel-Lindau disease (VHLD) [MIM', 'Pheochromocytoma (PCC) [MIM', 'Intellectual developmental disorder, X-linked, syndromic, Raymond type (MRXSR) [MIM', 'Thrombocytopenia 6 (THC6) [MIM', 'Renal cell carcinoma (RCC) [MIM', 'Nephrolithiasis/osteoporosis, hypophosphatemic, 2 (NPHLOP2) [MIM'}"
CHRNA2,"{'Seizures, benign familial infantile, 6 (BFIS6) [MIM', 'Epilepsy, nocturnal frontal lobe, 4 (ENFL4) [MIM'}"
GLYR1,"{'q11.2) with PDGFRB (PubMed:9616134). The chimeric HIP1-PDGFRB transcript results from an in-frame fusion of the two genes (PubMed:9616134). The reciprocal PDGFRB-HIP1 transcript is not expressed (PubMed:9616134). {ECO:0000269|PubMed:9616134}.', 'the valve itself is also shared. A less severe form, known as ostium primum atrial septal defect, is characterized by separate atrioventricular valvar orifices despite a common junction. {ECO:0000269|PubMed:17643447}. Note=The disease is caused by variants affecting the gene represented in this entry.', 'Amyotrophic lateral sclerosis 12 with or without frontotemporal dementia (ALS12) [MIM', 'Tetralogy of Fallot (TOF) [MIM', 'Achondroplasia, severe, with developmental delay and acanthosis nigricans (SADDAN) [MIM', 'Thanatophoric dysplasia 1 (TD1) [MIM', '7)(q33', 'Glaucoma 1, open angle, E (GLC1E) [MIM', 'q32.3) with the IgH locus.', 'Ventricular septal defect 1 (VSD1) [MIM', 'Hypochondroplasia (HCH) [MIM', '14)(p16.3', 'Camptodactyly, tall stature, and hearing loss syndrome (CATSHLS) [MIM', 'Testicular germ cell tumor (TGCT) [MIM', 'Testicular anomalies with or without congenital heart disease (TACHD) [MIM', 'Lacrimo-auriculo-dento-digital syndrome 2 (LADD2) [MIM', 'Thanatophoric dysplasia 2 (TD2) [MIM', 'DISEASE: Note=A chromosomal aberration involving HIP1 is found in a form of chronic myelomonocytic leukemia (CMML). Translocation t(5', 'Muenke syndrome (MNKS) [MIM', 'Achondroplasia (ACH) [MIM', 'Crouzon syndrome with acanthosis nigricans (CAN) [MIM', 'Cervical cancer (CERCA) [MIM', 'Note=GATA4 mutations can predispose to dilated cardiomyopathy (CMD), a disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO', 'Keratinocytic non-epidermolytic nevus (KNEN) [MIM', 'Danon disease (DAND) [MIM', 'Atrial septal defect 2 (ASD2) [MIM', 'Bladder cancer (BLC) [MIM', 'Atrioventricular septal defect 4 (AVSD4) [MIM', 'Keratosis, seborrheic (KERSEB) [MIM', 'Multiple myeloma (MM) [MIM', 'Glaucoma, normal pressure (NPG) [MIM'}"
ICAM1,"{'the numbers of circulating B-cells is usually in the normal range, but can be low. {ECO:0000269|PubMed:20237408}. Note=The disease is caused by variants affecting the gene represented in this entry.', 'Nephrotic syndrome 10 (NPHS10) [MIM', 'Immunodeficiency, common variable, 6 (CVID6) [MIM', 'Tubulointerstitial kidney disease, autosomal dominant, 2 (ADTKD2) [MIM', 'Leukocyte adhesion deficiency 1 (LAD1) [MIM', 'Thrombocytopenia 10 (THC10) [MIM', 'Systemic lupus erythematosus 6 (SLEB6) [MIM', 'Note=Defects in RHOG may be the cause of a severe hemophagocytic lymphohistiocytosis (HLH). The affected patient shows characteristic HLH features, such as hemophagocytosis, hepatosplenomegaly, fever, cytopenias, low hemoglobin, hypertriglyceridemia, and elevated ferritin and soluble interleukin-2 receptor. {ECO', 'Immunodeficiency 25 (IMD25) [MIM', 'Note=MUC1/CA 15-3 is used as a serological clinical marker of breast cancer to monitor response to breast cancer treatment and disease recurrence (PubMed'}"
KRT74,"{'Ectodermal dysplasia 7, hair/nail type (ECTD7) [MIM', 'Keratoderma, palmoplantar, non-epidermolytic, focal 1 (FNEPPK1) [MIM', 'Woolly hair autosomal recessive 3 (ARWH3) [MIM', 'White sponge nevus 2 (WSN2) [MIM', 'DISEASE: Note=KRT16 and KRT17 are coexpressed only in pathological situations such as metaplasias and carcinomas of the uterine cervix and in psoriasis vulgaris.', 'Pachyonychia congenita 1 (PC1) [MIM', 'Woolly hair autosomal dominant (ADWH) [MIM', 'Hypotrichosis 3 (HYPT3) [MIM'}"
MAPK3,"{'Lung cancer (LNCR) [MIM', 'Neonatal nephrocutaneous inflammatory syndrome (NNCIS) [MIM', 'Cardiac, facial, and digital anomalies with developmental delay (CAFDADD) [MIM', 'Macular dystrophy, patterned, 3 (MDPT3) [MIM'}"
REN,"{'Developmental and epileptic encephalopathy 29 (DEE29) [MIM', 'q11) with ABL1. The translocation produces a BCR-ABL found also in acute myeloid leukemia (AML) and acute lymphoblastic leukemia (ALL). {ECO:0000269|PubMed:3107980, ECO:0000269|PubMed:7665185}.', 'Leukemia, chronic myeloid (CML) [MIM', '18) (p13', 'Emery-Dreifuss muscular dystrophy 3, autosomal recessive (EDMD3) [MIM', 'Immunodeficiency 67 (IMD67) [MIM', 'Note=Germline CTNNA1 truncating mutations have been detected in patients with hereditary diffuse gastric cancer (HDGC) and may play a role in disease susceptibility. Diffuse gastric cancer is a malignant disease characterized by poorly differentiated infiltrating lesions resulting in thickening of the stomach. Malignant tumors start in the stomach, can spread to the esophagus or the small intestine, and can extend through the stomach wall to nearby lymph nodes and organs. It also can metastasize to other parts of the body. {ECO', 'Cardiomyopathy, dilated, with hypergonadotropic hypogonadism (CMDHH) [MIM', 'Restrictive dermopathy 2 (RSDM2) [MIM', 'DISEASE: Note=Defects in STK11 are associated with some sporadic cancers, especially lung cancers. Frequently mutated and inactivated in non-small cell lung cancer (NSCLC). Defects promote lung cancerigenesis process, especially lung cancer progression and metastasis. Confers lung adenocarcinoma the ability to trans-differentiate into squamous cell carcinoma. Also able to promote lung cancer metastasis, via both cancer-cell autonomous and non-cancer-cell autonomous mechanisms.', 'Note=Defects in ATP6AP2 may be involved in a glycosylation disorder with autophagic defects characterized by serum protein hypoglycosylation, immunodeficiency, liver disease, psychomotor impairment, and cutis laxa. {ECO', 'Intellectual developmental disorder, autosomal recessive 56 (MRT56) [MIM', 'Parkinsonism with spasticity, X-linked (XPDS) [MIM', 'Congenital disorder of glycosylation 2R (CDG2R) [MIM', 'Macular dystrophy, patterned, 2 (MDPT2) [MIM', 'Emery-Dreifuss muscular dystrophy 2, autosomal dominant (EDMD2) [MIM', 'Heart-hand syndrome Slovenian type (HHS-Slovenian) [MIM', 'Renal tubular dysgenesis (RTD) [MIM', 'Tubulointerstitial kidney disease, autosomal dominant, 4 (ADTKD4) [MIM', 'Intellectual developmental disorder, X-linked, syndromic, Hedera type (MRXSH) [MIM', 'Note=Defects in LMNA may cause a late-onset cardiocutaneous progeria syndrome characterized by cutaneous manifestations of aging appearing in the third decade of life, cardiac valve calcification and dysfunction, prominent atherosclerosis, and cardiomyopathy, leading to death on average in the fourth decade. {ECO', '22)(q34', 'Charcot-Marie-Tooth disease, axonal, 2B1 (CMT2B1) [MIM', 'Muscular dystrophy congenital LMNA-related (MDCL) [MIM', 'Spermatogenic failure 76 (SPGF76) [MIM', 'Peutz-Jeghers syndrome (PJS) [MIM', 'Testicular germ cell tumor (TGCT) [MIM', 'Deafness, autosomal recessive, 123 (DFNB123) [MIM', 'Lipodystrophy, familial partial, 2 (FPLD2) [MIM', 'Mandibuloacral dysplasia with type A lipodystrophy (MADA) [MIM', 'p11.2). {ECO:0000269|PubMed:11173847}.', 'Cardiomyopathy, dilated, 1A (CMD1A) [MIM', 'Charcot-Marie-Tooth disease, axonal, 2N (CMT2N) [MIM', 'Intellectual developmental disorder, X-linked, syndromic 14 (MRXS14) [MIM', 'Nephronophthisis 18 (NPHP18) [MIM', 'Trichothiodystrophy 8, non-photosensitive (TTD8) [MIM', 'Lactate dehydrogenase B deficiency (LDHBD) [MIM', 'Fibrosis of extraocular muscles, congenital, 1 (CFEOM1) [MIM', 'DISEASE: Note=A chromosomal aberration involving BCR has been found in patients with chronic myeloid leukemia. Translocation t(9', 'DISEASE: Note=A chromosomal aberration involving CCDC34 is found in a patient with hamartoma of the retinal pigment epithelium and retina. Translocation t(11', 'Leukoencephalopathy, hereditary diffuse, with spheroids 2 (HDLS2) [MIM', 'Hutchinson-Gilford progeria syndrome (HGPS) [MIM'}"
SEMG1,"{'Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia (ALS15) [MIM', 'DISEASE: Note=TET2 is frequently mutated in systemic mastocytosis', 'Polycythemia vera (PV) [MIM', 'Note=TET2 is frequently mutated in myeloproliferative disorders (MPD). These constitute a heterogeneous group of disorders, also known as myeloproliferative diseases or myeloproliferative neoplasms (MPN), characterized by cellular proliferation of one or more hematologic cell lines in the peripheral blood, distinct from acute leukemia. Included diseases are', 'also known as systemic mast cell disease. A condition with features in common with myeloproliferative diseases. It is a clonal disorder of the mast cell and its precursor cells. The clinical symptoms and signs of systemic mastocytosis are due to accumulation of clonally derived mast cells in different tissues, including bone marrow, skin, the gastrointestinal tract, the liver, and the spleen.', 'chronic myelomonocytic leukemia (CMML) is a myelodysplastic/myeloproliferative disease. MDS is considered a premalignant condition in a subgroup of patients that often progresses to acute myeloid leukemia (AML). {ECO:0000269|PubMed:19372255, ECO:0000269|PubMed:19483684, ECO:0000269|PubMed:21057493}. Note=The disease is caused by variants affecting the gene represented in this entry. Bone marrow samples from patients display uniformly low levels of hmC in genomic DNA compared to bone marrow samples from healthy controls as well as hypomethylation relative to controls at the majority of differentially methylated CpG sites.', 'Immunodeficiency 75 with lymphoproliferation (IMD75) [MIM', 'Myelodysplastic syndrome (MDS) [MIM'}"
SLC1A1,"{'Spastic paraplegia 12, autosomal dominant (SPG12) [MIM', 'Dicarboxylic aminoaciduria (DCBXA) [MIM', 'Neuronopathy, distal hereditary motor, autosomal recessive 11, with spasticity (HMNR11) [MIM', 'Congenital disorder of glycosylation 2F (CDG2F) [MIM', 'Spastic paraplegia 61, autosomal recessive (SPG61) [MIM', 'Schizophrenia 18 (SCZD18) [MIM'}"
