Feature,Importance
PGR,0.1365073628234859
PPCS,0.030147637720566733
GNRHR,0.028748975533515898
C1orf56,0.0261593929144605
FSHR,0.024422166689682594
PPCDC,0.02400371706972112
GNRH1,0.023924998893225132
SHBG,0.01982567870041547
PTGER1,0.013334567249136155
NR1I2,0.011901005135681922
AR,0.011543357719885157
PTGER2,0.01066435073527054
ADRA1A,0.009199430540308251
LHCGR,0.009105734266544867
AMH,0.008010237151507655
CYP3A5,0.007656973316200892
HTR2C,0.007589288272110188
HTR7,0.007456363257633858
CYP3A7,0.006788650439340617
HTR2B,0.006376581827379235
ADRA1D,0.006116311837118264
PRL,0.005975302036724339
DRD4,0.005799753511654465
PROC,0.00525613959965303
SLC6A4,0.0051889287278365165
TBXAS1,0.005138491806932999
SLC5A2,0.005113287640221722
ADRA1B,0.005107456573120163
SLC5A1,0.005061539499854846
KCNH2,0.004865508367707052
HTR1A,0.004829057965934304
ADRA2A,0.004777143794983028
SHC1,0.004725865444441632
SRD5A1,0.004664138084172096
REN,0.004619916933518569
TMPRSS11D,0.004542652505477571
LNX1,0.0044294810446155975
ADRA2C,0.004400849478355914
CASP3,0.0043500086937692355
DRD2,0.004214247935115376
SLC5A4,0.004117852668773933
DRD3,0.0041082657258831356
HRH1,0.004017118242047339
SULT1E1,0.0037777089505248167
ANG,0.0037536556479072307
CYP3A43,0.0035157566108446696
CHRM1,0.0033354216097515248
CYP2C19,0.003323489560141229
TNF,0.0032980878854273147
APOA1,0.003293174534823892
M6PR,0.003224364468599872
HTR6,0.0031350303023848277
SERPINA6,0.0031136022418235608
GSTA3,0.0030670699639181068
CHRM4,0.0030633006028185404
PTGS2,0.0029438410876710497
SIGMAR1,0.002805257189075863
ADRB2,0.0027129251170151534
CAT,0.0027127886557993743
P2RX3,0.0026961536163375376
CHRM3,0.0026853480122085525
ADRB3,0.002668813605671849
DCN,0.00265721811394148
PTGER3,0.0026132411276865554
SF3A2,0.0026041797648119628
UGT2B15,0.002588278015777673
HRH2,0.002560983360276467
CYP1A2,0.002560109078919656
DRD5,0.002528368294619874
TLR4,0.0024765210706189874
NR3C1,0.002445025538811962
HSD17B8,0.0024378144800794514
NTS,0.002413425975710218
BCHE,0.0024099361706017707
HRH4,0.002383205723755737
ATP12A,0.002376134658696417
FAM151B,0.002373626280690076
CETP,0.002361709211291026
COQ6,0.0023364421349939173
PTGS1,0.002306460595662663
CYP51A1,0.0022823323537391506
GSTA1,0.0022442643959068873
CXCL8,0.002231956120862767
NPL,0.0022129581373699497
TP53,0.002190911697576877
AKR1D1,0.002080234472050138
KCNA3,0.002077661582712377
ACE,0.0020775081862438633
CYP2C9,0.002071280691695557
RPH3A,0.002065192709582568
ALB,0.0020443091135873776
SNAI1,0.0020431185516577048
NEK8,0.0020316881812199724
TH,0.002013327732784737
PTGIR,0.0020106150659953185
CHRM5,0.001997037312784984
AKR1C3,0.001991034231890034
NKX3-1,0.001940337225694652
HTR1B,0.0019209219749733739
PTGER4,0.0018943934148996176
NBN,0.001855852675801761
TAC1,0.0018517703109752327
SLC6A8,0.001838744406243975
SRD5A3,0.0018218678889390116
FOS,0.0017976029834157053
PARP1,0.0017521207204247568
HNMT,0.0017302049825599361
GSTA2,0.0017278714925109176
GHRL,0.0017048434259291573
SLC6A3,0.0016958569578151529
SLC6A7,0.0016793810825504257
RAB3A,0.0016785041516262681
LIPC,0.0016256275477875375
DBH,0.0016108264368605615
ERBB2,0.001608792244948143
PDE7B,0.0015846565252797577
ESR2,0.0015830816533132874
OXT,0.0015659818756707502
SLC6A11,0.001564118527736229
PDE11A,0.0015406019715140538
ENSP00000451560,0.0015385909246016486
SLC6A2,0.0015334186646256552
MAPK3,0.0015195183504087338
ACHE,0.0015158593282584567
SST,0.0015124820806152863
AKR1B10,0.001500115362012733
ADRB1,0.0014904710537993156
TRPV5,0.0014713163523012859
ATP4A,0.0014645582972511132
LCAT,0.0014537096492637652
CASP9,0.0014306708720628234
THRA,0.0014278019831266986
TOP2A,0.0014271851755308684
HTR1E,0.0014262899637270598
ORM2,0.0013998348458908944
SLC6A19,0.001383880478570168
KRT24,0.001382588484654669
SLC6A9,0.001377920262616044
OPRM1,0.0013524833882454011
HSD17B2,0.0013446691406674527
NOS2,0.0013391792748285206
CYP2B6,0.0013265215972432468
HPGDS,0.001323619624694778
PDE6C,0.0013235626907707055
TBXA2R,0.0013214387928286598
NBL1,0.0013195086141766987
GAST,0.0013079116658076646
SLC6A15,0.0013076319497674835
SLC6A5,0.0013069598768561585
PLAT,0.0012929035243949896
SLC6A13,0.00126909764927298
PDE6B,0.001257438682155322
FMO3,0.0012511225021920994
NOS3,0.0011961092125303055
RPA1,0.0011876339943016655
SYNE2,0.001178401773936291
HTR4,0.001159427939470109
APOC3,0.001148610901214092
SLC6A20,0.0011288086525366781
