Feature,Importance
LCLAT1,0.05024142015569615
CYP11A1,0.04988241204784885
MCL1,0.044524698805454135
AR,0.03618510099606773
CYP2B6,0.02631100463851677
CHI3L1,0.014381505146898335
CHRM5,0.011943777929376433
UBOX5,0.011106743070143938
CHRM4,0.011088299470335732
CHRM3,0.010420203135690814
DRD2,0.010401605691947082
HTR7,0.0099384466004801
ADRA2C,0.009597228144317781
ADRA2A,0.009319610763962462
SIGMAR1,0.008689342170227165
MAOA,0.008634663536862921
DRD4,0.00850884380971966
ADRB1,0.008370124717538237
ADRB3,0.00826290872765721
HTR2C,0.008126102681708543
CHRM1,0.007955408048510065
MAOB,0.007802155194342786
KCNQ1,0.007557440229837289
HRH1,0.007491655207508473
KDM1A,0.0074158784568860965
AVPR1A,0.007345963521918997
SRPX2,0.007291289315380235
GRM5,0.006873672172732636
ADRA1A,0.0063327445885687055
HTR2B,0.006239192564079285
CYP1A2,0.0062249993667813
PRL,0.006162465597566572
HTR4,0.006011571226854013
HTR1A,0.005968451099695031
NR3C1,0.0056847245517729645
DRD5,0.005671711737078325
CXCL8,0.005661878508015677
ADRA1B,0.005482888954228297
CSTB,0.005408122936055897
CYP3A5,0.005135650486660115
NR1I2,0.005070493686859705
ADRA1D,0.005048062777690175
DRD3,0.005042221436274217
HTR1B,0.005039151563261624
ZFPM1,0.005030497610729889
CASP3,0.0050078158594443496
MAPK1,0.004906799401769414
MAPK3,0.004851248533791335
ADRB2,0.004758283257721331
PLK1,0.0046916689591339515
CYP2C8,0.004600464373730127
CYP2C19,0.004522194690204544
SLC35B3,0.004483973612670937
SLC18A3,0.00438959414251032
PTGS2,0.00433343901637183
TMPRSS11D,0.004306726342668201
CYP3A7,0.004300269427232401
KCNK3,0.004238683954913699
CARS2,0.004125277706287445
GABRA4,0.0040584132015491735
KDM1B,0.004042344373870749
OPRD1,0.004009032354655612
KCNQ3,0.003957539807928712
CYP2C9,0.003914129521694407
KCNH2,0.0038336602724264937
REN,0.0037823218986849723
HTR6,0.003779807586150349
CA9,0.0037362023469226903
TNF,0.0034678270436351746
PGR,0.0034346546839153095
ALB,0.003353856827971008
TP53,0.0032608403972527924
SLC6A2,0.003194605483230825
CHRNB1,0.0031796946120566313
GLRA1,0.003147391830986745
ADCY10,0.0031350181186148604
HTR1F,0.003085081724458141
ASL,0.00304800550254132
DYNLT1,0.0030207967947182665
PTGS1,0.0029974680330059626
PARP1,0.002901693908401008
HTR1E,0.002894043870526088
CAT,0.0028749058152978814
SLC6A13,0.002863035982041551
CSN3,0.002744919947290312
ACHE,0.0026545335393045005
SCN9A,0.0026537769289280908
GABRG1,0.0026422341056903703
GLUD1,0.0026014322256616706
CARS1,0.0025764799893400908
C3,0.0025526798574440697
BMPR2,0.0025497542107816742
FOS,0.002506260619717194
BCHE,0.002477963328149934
MRPS18A,0.0024612049789724086
KCNQ2,0.002446923113398231
MC4R,0.002446478841713184
CCR3,0.002441975736706327
UGCG,0.0024416253839827894
GABRA6,0.0023082510077124577
WIPI2,0.002295010501122455
HTR3A,0.0022516349789928783
CALM3,0.002224347530514653
PON1,0.0021934574846224713
GRM3,0.002188926007912537
GBA2,0.002165798728316877
CA2,0.0021585758773918808
