Feature,Importance
ARL11,0.014913031884795858
EPHA7,0.014161877216726059
ATP5MF-PTCD1,0.013912221036423826
ERBB2,0.010656309734375041
MCEE,0.00963678847674516
TOP2A,0.009041583416873755
DSG2,0.008850807011317473
PARP1,0.008119891106000686
TP53,0.007375522922669222
PGR,0.007244819783786492
CHRM4,0.006936417946860689
EGFR,0.006862102728912243
HTR7,0.00679735116093642
HRH1,0.006631157896885773
ALK,0.0063275600718472125
MAPK3,0.0060531596398998265
CDK4,0.005842458356648706
ADRA2C,0.005519504181953182
ROS1,0.005390306816286082
CSF1R,0.0049812569553064345
MAPK1,0.0049140170908479825
SLC6A3,0.004901039945592142
ABL1,0.0048823186471036156
FGFR3,0.0048097240796110535
MTOR,0.004661405110119985
ADRA2A,0.004660238949833466
RET,0.00451404700240265
TPMT,0.004467239793336765
JAK2,0.004137283113905956
PARP2,0.0041369837054432606
HTR1A,0.004107838673379166
BCHE,0.004088148222622666
NRAS,0.004047415281934446
HTR2B,0.004045281985551574
EPHA6,0.0040236977722725225
PDGFRB,0.003981558186201961
REN,0.003904089428879397
AR,0.0038928178030241387
PARP4,0.003832700318120084
PTEN,0.0037964156319292737
LTK,0.0037618163003245
FASLG,0.0037534787722674785
HTR2C,0.003736024448948862
DRD2,0.0037269762618708686
TMPRSS11D,0.003670557482498976
ABL2,0.003658301494493555
HTR1B,0.0036168140455685644
ADRA1B,0.003515749197913262
TGFB1,0.00351183692157838
DRD4,0.0033427562740818463
STAT3,0.00327214238190669
TNF,0.00323964958468862
CHRM5,0.003228898120172007
CASP3,0.0031481751832539784
ADRB2,0.0030439759994557
IL2,0.0029988804553976456
RPS6KB1,0.0029538616982825667
CYP2C9,0.0029452196808865457
ALB,0.0029260797323446414
FOS,0.0029104413632501103
FGFR2,0.002869072285708447
CASP9,0.002827255813562144
DRD3,0.002826304629998578
CHRM1,0.0028224987042465744
BLK,0.002797444579368943
ATF3,0.002770601803604247
HBG2,0.0026813495698346057
KDR,0.002667810986976131
AURKA,0.002606467314297948
TSSK1B,0.0026046618672175142
CHRM3,0.0025696780569122177
FGFR1,0.0025184559877446276
PMAIP1,0.0025131788723760816
TMPRSS2,0.0024996636853900924
ABCC1,0.002493496901854083
CSF3,0.002471676888465166
FGFR4,0.0024565933346710946
TXK,0.0024539680579291063
ADRA1D,0.002434688059881341
FLT1,0.0024285413543489293
CDA,0.002428473900590064
MKI67,0.002413528641596829
CXCL8,0.0023994741020769384
AFP,0.002365721925079309
EIF2AK3,0.0023624202187855965
STK10,0.0023444005297046824
HTR3A,0.002330256778815907
IL13,0.0023167225781982256
CIP2A,0.002271316674881192
RELA,0.0022311343398829153
FLT4,0.002214886603551611
TYMS,0.0022070707782732525
TWIST1,0.0022069229711116963
EIF4EBP1,0.002205420560222315
SLC6A4,0.002202566103718141
KIT,0.0021951787398223448
CYP2C19,0.002195025028099648
ADRA1A,0.002181978119344623
CD40LG,0.002178294180219842
RAD52,0.0021651051119699785
DCTD,0.0021538347729888542
ADRB1,0.002150964607792482
HCK,0.0020908358168994505
IDUA,0.0020711825228898716
ITK,0.0020677696275806213
MAPT,0.0020641027470165835
GGH,0.0020309166101537593
PPP3CA,0.001992264725633636
IL10,0.0019524571138116874
OPRM1,0.001944286525264943
RXRA,0.001931721695567884
ACHE,0.001913219797746805
CD34,0.0019041140598820186
TIE1,0.0018761238883811262
OPRD1,0.0018761050770492275
MMP1,0.0018722617702359194
SERPINE1,0.0018705528277783287
EDN1,0.0018425483460548728
HTR6,0.0018346043993655336
HPRT1,0.001823020888154552
TOP1,0.0018208093066194673
HSD17B8,0.00180684934444288
FLT3,0.0017928411713610374
ALOX5,0.00178638397069153
KLK3,0.0017765650655282852
CYP1A2,0.001749737443579357
ADRB3,0.001744384113874151
PDGFRA,0.0017191759542478902
CAT,0.00164899818231646
HRH3,0.0016466616462798057
NOS3,0.0016463401606604785
HSPA4,0.0016457894681833536
CASP8,0.0016443470993666763
FES,0.0016260218941466387
KRAS,0.0016193329054386735
ART5,0.0016183264928769118
WRN,0.0016014392952280986
NFATC2,0.001584862677896843
MAPK11,0.0015836766035149305
BDNF,0.001581754246621867
HSPB1,0.0015808698464444524
NTRK1,0.0015779933437635393
CYP3A7,0.0015605792670311091
IL12A,0.00153897870400758
PRL,0.0015279012638075356
PTGS2,0.001527117197670548
TUBA4A,0.001510540604002876
RDH10,0.0015083376427890746
