Feature,Importance
HORMAD1,0.06420557486962822
ATP5MF-PTCD1,0.05980053873321271
MCM5,0.05308872134516312
ALOX5,0.04376502043459718
RPL12,0.0371623779593057
SLC15A1,0.01555837380775151
NR3C1,0.01099574066181515
CASP3,0.010620202034199246
CYP1A2,0.009531803459713446
ADRB2,0.009365553498309124
NAT1,0.009265088031185361
HRH1,0.009051263062873882
KCNH2,0.00773057655262164
SLC6A4,0.007253772624559507
TNF,0.006955802073173227
REN,0.006829882158879605
ADRB3,0.006709227328898722
CYP3A5,0.006704024386789062
MAOB,0.006498855754731081
PTGS2,0.006488676279324684
CYP3A7,0.006379518047062407
AR,0.006292388503757916
CYP51A1,0.0062678198810853505
MAPK3,0.006211622298695753
NOS3,0.0058661657858026205
ADRB1,0.005840273025975294
ADRA2C,0.005659250493221336
SERPINA6,0.005221575558462259
MAPK1,0.0051459629213847875
PGR,0.005123693842759652
CYP2C19,0.005069815539031923
TBXAS1,0.005069343021100745
HTR2B,0.004758465561330971
PARP1,0.004741440514879415
ADRA1B,0.004697047844413216
SLC15A2,0.0046692376731695875
SLC6A3,0.004601816490365127
HTR2C,0.004531447113836437
CYP2B6,0.004530566281099198
CHRM3,0.00449445605897636
CYP2C9,0.004486649022255986
RXRA,0.004454061806456092
HTR1A,0.0042081217035539855
ADRA1A,0.00415179741919607
ADRA2A,0.004113793525014507
GCG,0.0041073272213644485
ADRA1D,0.004062617780229931
DRD2,0.004011725714832055
NR1I2,0.0037706156388503925
MAOA,0.003757811255214495
CXCL8,0.003690796388382976
TMPRSS11D,0.003686474119742874
SQLE,0.0035966421637550535
CHRM5,0.003568259520696932
BCHE,0.003565518005452356
PRL,0.003526457233148814
OPRM1,0.0035174509303166706
OPRD1,0.0034921977554195722
CTSL,0.0034492775293758866
LYZ,0.003432274465111518
FOS,0.0034101644380349996
APAF1,0.00336608236298357
ACE,0.003356432313398927
EBP,0.0033185737878257027
HRH2,0.0032790334285888317
DRD3,0.0031567687048057965
SF3B1,0.0031444048038128613
ODC1,0.003136936554316216
CAT,0.0031073511638385082
DIO3,0.003009430399056169
CHRM1,0.002984981402715577
CASP9,0.00296137109086409
CD4,0.0029429055800548787
NAT2,0.0029021079681043386
CHRM4,0.002901506291078651
CASP8,0.0028914908063810505
DRD4,0.0028791656542957213
PTGS1,0.0027796998262918622
SLC6A2,0.002770229337800339
HTR7,0.002726498383180863
