Feature,Importance
EPHA7,0.05081202600595467
CPA6,0.04874374112551687
PRDM10,0.048010349341145606
ABCC6,0.047344942032114715
SP2,0.04084210599032485
DSG2,0.035938452885961814
LACTBL1,0.03389286507158412
GSR,0.032859085631495484
LACTB,0.027791047021149966
GCG,0.009951198378841569
REN,0.009637117520247008
CASP3,0.009182211001454051
AVP,0.007938496461906867
KCNJ11,0.006431796370737104
HRH1,0.006209359752312275
GLUL,0.005322318813051399
CA7,0.005205817917440274
KCNJ1,0.005055460280550885
CYP2C8,0.005018294077517588
ACE,0.004979243452125783
SLC12A3,0.004613812532493636
HTR2C,0.00460877578013238
KCNH2,0.0045072027059717135
CA4,0.0043372099928467005
SLC12A5,0.0042941737319110935
HTR1A,0.0042832450286438215
MAPK1,0.00415327989231036
CYP3A5,0.004117316858853303
CHRM1,0.004113531883705326
SST,0.004089449709369093
ALB,0.0040701902869744976
CHRM3,0.0037970172035433495
ADRB2,0.0037447961289492587
AVIL,0.0035937430881642775
SLC6A3,0.003551101453387686
CFTR,0.00342907538888322
CXCL8,0.003383286166351991
HTR1B,0.0033380476087129627
PTGS2,0.003327044617120036
SLC14A2,0.0032607507301094718
HTR2B,0.003175471523844933
CYP2C18,0.0031380592803287783
TP53,0.003096726543537992
GCK,0.0030596949300971607
LDHA,0.0030222559411987415
SLC6A4,0.0030071035620546525
MAPK11,0.0029587655835304066
CYP3A7,0.002917013645016403
FOS,0.0028770607532210358
ADRA2C,0.002874285735363212
SLC5A1,0.0028625169805131527
MAPK3,0.0028453774826587733
CA2,0.002837606711635114
ADRB1,0.0028027078163216194
NTRK1,0.0027775498629457867
CA13,0.0027694878824042514
GSN,0.0027605449234504903
SLC12A2,0.0027144663828920935
CAPG,0.0026926013544008565
SLC25A5,0.00266399772774689
BCHE,0.0026306847084894658
LEP,0.0025920265978929807
SGSH,0.0025836395929710707
SLC12A4,0.002572858925761689
TNF,0.0025145437981463066
DHRS7,0.002435812349981625
SLC5A2,0.002383500266575985
CBR3,0.0023691994769740785
LY96,0.0023560286927611636
GAST,0.002352212915759117
ADRA2A,0.0023344212780480413
VILL,0.002319328141504687
BDKRB1,0.002315797160377354
SLC25A6,0.002314979457996752
CA3,0.0022804232024086803
SLC5A4,0.0022763048983099354
CHRM5,0.002273280386264831
NFE2L2,0.0022592744390083565
GATM,0.002247632326529631
LRTOMT,0.0022330699239697755
TSC1,0.0021389329101312955
HTR7,0.002133085047385451
PFAS,0.0020803861683240054
ANP32A,0.0020669256451300634
NR1I2,0.0020227052250650314
PARP1,0.0020165365332260403
NOS2,0.00199116368420297
VIL1,0.0019849219890099128
GNS,0.0019683706588615466
DRD3,0.001942152990664468
SLC25A4,0.001941583086162522
CDH3,0.0019366494738700757
CCND1,0.0019077934741451733
ALDH5A1,0.0018820361162739394
TOP2A,0.001876653029363016
CYP2C9,0.0018724966924314778
MAOB,0.0018717107067714373
GALR2,0.0018628532550862456
ADRB3,0.0018619121900084658
ATP12A,0.0018585989366102858
CA14,0.0018572003864784114
AVPR1A,0.0018530961741619713
CASP9,0.0018501397213456015
AVPR1B,0.0018365970418195837
RRN3,0.0018358595683102405
PKM,0.001822033791186623
ACHE,0.0018180449923458884
EIF2AK3,0.0018179940237523628
MAOA,0.0017752697313750206
NTSR2,0.0017698095335670413
SFRP1,0.0017260823408691021
GCGR,0.001723898578064845
PDGFRA,0.001716779764600351
SLC37A2,0.0016985654245263626
CA5B,0.001693952467920974
CHRM4,0.0016807736647060773
PKLR,0.0016635393103113056
INVS,0.0016593662725377422
IRS1,0.001645825316577784
DRD4,0.0016372524470161494
ADRA1A,0.0016202098092566635
CYP2B6,0.0016077135432006142
CYP1A2,0.0016063150261778874
TYR,0.0016014001670327054
HGSNAT,0.0015879403829540612
EPHA2,0.001571095563973052
SCIN,0.001570667673426341
CA12,0.0015621977606319387
FN1,0.0015588435411403299
CBR1,0.0015551357372868343
TTL,0.0015523934667443073
APEX1,0.0015485715706734765
SLC10A1,0.0015478992190674226
DRD2,0.001543417500542164
SSTR2,0.001493843265619026
DDN,0.0014873516558652218
MMP9,0.0014847408093313936
CASP7,0.001481679830288416
GGT7,0.0014782505208377672
SREBF1,0.0014757273048274372
PPIG,0.0014543219752700632
OPRM1,0.0014420431134962717
RPTOR,0.0014351441881350964
CAT,0.0014182425427341412
ATF1,0.0014088840984256834
ATP4A,0.0014037701080075581
PNMT,0.0014016568842168985
NOS3,0.001395178695350189
SPI1,0.001369592099968104
ADRA1D,0.0013678714371763775
AFF1,0.0013635742884800187
STK36,0.0013457060543232812
ROS1,0.001278614675925604
KLK4,0.0012452472972921806
TASP1,0.0012365051065260165
MOGAT1,0.0012311901111120226
ULK4,0.0012284069645065703
SLC2A1,0.0012282750646541375
SLC2A4,0.0012265760285331323
SLC7A11,0.001224849554426601
DCTN5,0.0012245607341540418
ASPRV1,0.0011972726901210578
PIGT,0.0011834966026685973
NPPA,0.0011780593508517716
RHEB,0.0011600501908971034
CEACAM5,0.0011442269889592733
TBXA2R,0.0011331195742868788
PRL,0.00112626916877193
GPAT3,0.0011174244284094486
TRAF3IP3,0.0011053855684430357
RPS6,0.0011023845455765218
SIGMAR1,0.0010983838913443524
TPMT,0.0010968296043426685
NTS,0.0010878197467289123
CYP3A43,0.00108458186382076
EPHX2,0.0010834111047586283
DRD5,0.0010757356375112608
SSTR1,0.0010674911828219085
SSTR5,0.0010521370936900966
SLC2A2,0.0010311229497215457
DPYD,0.0010294153553016988
AHR,0.00102811170018024
GPD1,0.001023095651143358
TEK,0.0010228380377486884
FER,0.0010183173828452895
NTRK3,0.001012416970513908
MAPKAPK2,0.001007123390282731
EIF4EBP1,0.0010041458894677418
BAG6,0.000989239092206065
CYP2C19,0.000984238451627216
ADRA1B,0.0009691157864608668
NAMPT,0.0009670171284183739
GZMA,0.0009618061555497555
ADHFE1,0.0009567063914636166
NTSR1,0.0009532013293812367
CYP11B1,0.000950947462388528
TSC2,0.0009481853069715727
IL1B,0.0009412585357446316
CYP2A6,0.0009354919997720224
HSD17B2,0.0009291126680381429
SFRP2,0.0009259418386279828
NR3C1,0.000925109080319695
GNMT,0.0009237090314838446
NAGLU,0.000918539664582471
APRT,0.0009184826551641252
TLR4,0.0009093857937428753
EDNRA,0.0009049755239269558
ALK,0.0008850691495751993
FES,0.0008751652139657301
SLC25A20,0.0008741439842910293
CAV1,0.0008704385613539893
CEBPZ,0.0008669371289198409
DCTN6,0.0008654247075490309
SLC37A1,0.0008636215745456153
AQP2,0.0008556448450803048
PRSS1,0.0008531512246614973
PRSS3,0.0008509768260704487
PON3,0.0008502174260347463
SLC6A2,0.0008328475972426437
HMOX1,0.0008297441389636094
DPP4,0.0008193988627848502
FMN2,0.0008123388859535612
AQP3,0.0008019682879498889
AKR1C3,0.0007877918942659012
GIP,0.0007802049174922881
RPS6KB1,0.0007783584372958934
PDE3B,0.0007757717030378803
INSR,0.0007672771476708812
GLI1,0.0007669152512483196
