Feature,Importance
LARS1,0.0123652008281942
SEC61A1,0.010880268133964453
HRH1,0.009295516757938051
LTF,0.009280466560699273
UGT1A10,0.008521164223932034
MAPKAPK2,0.008505402072546492
PTGS2,0.00816679769051723
SIGMAR1,0.007663479002033052
HTR1B,0.007241560883576269
TNF,0.00695996932824077
DRD4,0.006820557691463945
PTGS1,0.006716781409275863
DRD2,0.006629495779273953
NR3C1,0.0062155323065453535
CYLC1,0.005996063013243366
FOS,0.005864536596657964
CYP3A5,0.005706706157291178
EDN1,0.0053301410384593885
HTR2B,0.005314355626748621
PARP1,0.0052628225355009104
MELTF,0.005113424009214492
TMEM87B,0.005036898592803943
TMPRSS11D,0.0049467043821759
APEX2,0.004828788763214966
ADRB3,0.004777404030494283
SLC6A3,0.004748144832205379
HTR2C,0.004631307053585869
SLC13A4,0.0046131206315197845
MAPK1,0.004490565676334418
LPO,0.004467001439522533
AANAT,0.004454997872703838
MPO,0.004398452900046974
DRD3,0.004384160091702014
PXDN,0.0043803984297077995
CYP3A7,0.004265720625223016
NUDT5,0.0042207969083423
AKR1C3,0.004186521649620964
SLC6A4,0.004168152392070725
CYP2B6,0.00415230838899169
STK25,0.004088648945982494
TMEM87A,0.004070213988067989
ALB,0.004052984969899284
SLC13A1,0.004038868289913684
ADRA2A,0.0039053225780534425
PXDNL,0.0039025736955235714
CDX2,0.003898424860955931
AKR1C2,0.003886664650419857
BCHE,0.0038621689417560052
DNAJC15,0.0038158262307530643
C3,0.0038022813688212928
STRADA,0.0038022813688212928
CHRM4,0.003731521436828162
RIPK1,0.003618533077553
HTR1A,0.0035960927005344225
UGT2B7,0.003582058794712954
AKR1C1,0.0034950962397358653
CHRM3,0.003479985834165176
GLIS2,0.0034675849155020636
UGT1A3,0.0034496635890106713
MMP2,0.003410524889294254
HTR7,0.003406813539938492
CYP2C19,0.0032957174269358743
CD69,0.0031196373305167075
NOS3,0.0031148936236035456
OPRM1,0.0031027456594404754
CASP3,0.003078265469628261
FFAR4,0.003070169444004942
PGR,0.0030256990325927967
ADRB2,0.003007011703047136
SST,0.002936797242860489
CYP2C8,0.0029143974399661525
ACOT4,0.0028916593468953206
TF,0.002873210484672549
KL,0.0028393002055059815
ANXA5,0.0027836409986178325
CRP,0.002735297430580418
RHAG,0.0026764167562895115
